Ensmbl_IDs	Gene_Description	PWM	Mouse_Gene_Name	TPM_rep1	FPKM_rep1	TPM_rep2	FPKM_rep2
ENSMUSG00000005774	regulatory factor X, 5 (influences HLA class II expression) [Source:MGI Symbol;Acc:MGI:1858421]	RFX5.Me9608.1.YY2017.HT-SE2	Rfx5	5.58	4.14	4.7	3.62
ENSMUSG00000005774	regulatory factor X, 5 (influences HLA class II expression) [Source:MGI Symbol;Acc:MGI:1858421]	RFX5.Ca9608.2.YY2017.HT-SE2	Rfx5	5.58	4.14	4.7	3.62
ENSMUSG00000005774	regulatory factor X, 5 (influences HLA class II expression) [Source:MGI Symbol;Acc:MGI:1858421]	RFX5.Me9608.2.YY2017.HT-SE2	Rfx5	5.58	4.14	4.7	3.62
ENSMUSG00000005774	regulatory factor X, 5 (influences HLA class II expression) [Source:MGI Symbol;Acc:MGI:1858421]	MA0510.1.RFX5	Rfx5	5.58	4.14	4.7	3.62
ENSMUSG00000005774	regulatory factor X, 5 (influences HLA class II expression) [Source:MGI Symbol;Acc:MGI:1858421]	RFX5.Ca9608.1.YY2017.HT-SE2	Rfx5	5.58	4.14	4.7	3.62
ENSMUSG00000037674	regulatory factor X, 7 [Source:MGI Symbol;Acc:MGI:2442675]	RFX7.Me9607.1.YY2017.HT-SE2	Rfx7	7.74	5.74	8.53	6.57
ENSMUSG00000037674	regulatory factor X, 7 [Source:MGI Symbol;Acc:MGI:2442675]	RFX7.Ca9607.1.YY2017.HT-SE2	Rfx7	7.74	5.74	8.53	6.57
ENSMUSG00000037674	regulatory factor X, 7 [Source:MGI Symbol;Acc:MGI:2442675]	BU0056.Rfxdc2_primary	Rfx7	7.74	5.74	8.53	6.57
ENSMUSG00000032238	RAR-related orphan receptor alpha [Source:MGI Symbol;Acc:MGI:104661]	MA0071.1.RORA	Rora	4.17	3.09	4.54	3.5
ENSMUSG00000032238	RAR-related orphan receptor alpha [Source:MGI Symbol;Acc:MGI:104661]	RORA_HUMAN.H11MO.0.C	Rora	4.17	3.09	4.54	3.5
ENSMUSG00000032238	RAR-related orphan receptor alpha [Source:MGI Symbol;Acc:MGI:104661]	TA0736_RORA_DBD_dimer	Rora	4.17	3.09	4.54	3.5
ENSMUSG00000032238	RAR-related orphan receptor alpha [Source:MGI Symbol;Acc:MGI:104661]	TA0737_RORA_DBD_dimer	Rora	4.17	3.09	4.54	3.5
ENSMUSG00000032238	RAR-related orphan receptor alpha [Source:MGI Symbol;Acc:MGI:104661]	MA0072.1.RORA.var.2	Rora	4.17	3.09	4.54	3.5
ENSMUSG00000039087	ras responsive element binding protein 1 [Source:MGI Symbol;Acc:MGI:2443664]	MA0073.1.RREB1	Rreb1	8.07	5.98	11.61	8.95
ENSMUSG00000015846	retinoid X receptor alpha [Source:MGI Symbol;Acc:MGI:98214]	RXRA.Ca9651.1.YY2017.HT-SE2	Rxra	3.66	2.72	2.92	2.25
ENSMUSG00000015846	retinoid X receptor alpha [Source:MGI Symbol;Acc:MGI:98214]	SMiLE_RXRa_001	Rxra	3.66	2.72	2.92	2.25
ENSMUSG00000015846	retinoid X receptor alpha [Source:MGI Symbol;Acc:MGI:98214]	TA0755_Rxra_DBD_dimer	Rxra	3.66	2.72	2.92	2.25
ENSMUSG00000015846	retinoid X receptor alpha [Source:MGI Symbol;Acc:MGI:98214]	TA0741_RXRA_full_dimer	Rxra	3.66	2.72	2.92	2.25
ENSMUSG00000015846	retinoid X receptor alpha [Source:MGI Symbol;Acc:MGI:98214]	TA0756_Rxra_DBD_dimer	Rxra	3.66	2.72	2.92	2.25
ENSMUSG00000015846	retinoid X receptor alpha [Source:MGI Symbol;Acc:MGI:98214]	BU0057.Rxra_primary	Rxra	3.66	2.72	2.92	2.25
ENSMUSG00000015846	retinoid X receptor alpha [Source:MGI Symbol;Acc:MGI:98214]	RXRA_HUMAN.H11MO.0.A	Rxra	3.66	2.72	2.92	2.25
ENSMUSG00000015846	retinoid X receptor alpha [Source:MGI Symbol;Acc:MGI:98214]	MA0512.1.Rxra	Rxra	3.66	2.72	2.92	2.25
ENSMUSG00000015846	retinoid X receptor alpha [Source:MGI Symbol;Acc:MGI:98214]	MA0512.2.Rxra	Rxra	3.66	2.72	2.92	2.25
ENSMUSG00000015846	retinoid X receptor alpha [Source:MGI Symbol;Acc:MGI:98214]	SMiLE_RXRa_002	Rxra	3.66	2.72	2.92	2.25
ENSMUSG00000015846	retinoid X receptor alpha [Source:MGI Symbol;Acc:MGI:98214]	RXRA.Me9651.1.YY2017.HT-SE2	Rxra	3.66	2.72	2.92	2.25
ENSMUSG00000039656	retinoid X receptor beta [Source:MGI Symbol;Acc:MGI:98215]	RXRB.Me9649.2.YY2017.HT-SE2	Rxrb	10.34	7.67	9.63	7.42
ENSMUSG00000039656	retinoid X receptor beta [Source:MGI Symbol;Acc:MGI:98215]	RXRB.Me9649.1.YY2017.HT-SE2	Rxrb	10.34	7.67	9.63	7.42
ENSMUSG00000039656	retinoid X receptor beta [Source:MGI Symbol;Acc:MGI:98215]	MA0855.1.RXRB	Rxrb	10.34	7.67	9.63	7.42
ENSMUSG00000039656	retinoid X receptor beta [Source:MGI Symbol;Acc:MGI:98215]	RXRB.Ca9649.2.YY2017.HT-SE2	Rxrb	10.34	7.67	9.63	7.42
ENSMUSG00000039656	retinoid X receptor beta [Source:MGI Symbol;Acc:MGI:98215]	RXRB.Ca9649.1.YY2017.HT-SE2	Rxrb	10.34	7.67	9.63	7.42
ENSMUSG00000039656	retinoid X receptor beta [Source:MGI Symbol;Acc:MGI:98215]	RXRB_HUMAN.H11MO.0.C	Rxrb	10.34	7.67	9.63	7.42
ENSMUSG00000027833	short stature homeobox 2 [Source:MGI Symbol;Acc:MGI:1201673]	MA0720.1.Shox2	Shox2	9.47	7.02	8.31	6.41
ENSMUSG00000027833	short stature homeobox 2 [Source:MGI Symbol;Acc:MGI:1201673]	HOMEO0162_Shox2_2641.2	Shox2	9.47	7.02	8.31	6.41
ENSMUSG00000024563	SMAD family member 2 [Source:MGI Symbol;Acc:MGI:108051]	SMAD2_HUMAN.H11MO.0.A	Smad2	37.22	27.61	30.93	23.85
ENSMUSG00000032402	SMAD family member 3 [Source:MGI Symbol;Acc:MGI:1201674]	MA0795.1.SMAD3	Smad3	8.12	6.03	6.79	5.24
ENSMUSG00000032402	SMAD family member 3 [Source:MGI Symbol;Acc:MGI:1201674]	BU0060.Smad3_primary	Smad3	8.12	6.03	6.79	5.24
ENSMUSG00000032402	SMAD family member 3 [Source:MGI Symbol;Acc:MGI:1201674]	SMAD3_HUMAN.H11MO.0.B	Smad3	8.12	6.03	6.79	5.24
ENSMUSG00000024515	SMAD family member 4 [Source:MGI Symbol;Acc:MGI:894293]	SMAD4_HUMAN.H11MO.0.B	Smad4	11.06	8.2	14.4	11.1
ENSMUSG00000024515	SMAD family member 4 [Source:MGI Symbol;Acc:MGI:894293]	MA1153.1.Smad4	Smad4	11.06	8.2	14.4	11.1
ENSMUSG00000021540	SMAD family member 5 [Source:MGI Symbol;Acc:MGI:1328787]	SMAD5.Ca9678.1.YY2017.HT-SE2	Smad5	18.67	13.85	17.94	13.83
ENSMUSG00000021540	SMAD family member 5 [Source:MGI Symbol;Acc:MGI:1328787]	SMAD5.Me9678.1.YY2017.HT-SE2	Smad5	18.67	13.85	17.94	13.83
ENSMUSG00000042821	snail family zinc finger 1 [Source:MGI Symbol;Acc:MGI:98330]	SNAI1.Ca9493.1.YY2017.HT-SE2	Snai1	16.38	12.15	14.75	11.37
ENSMUSG00000042821	snail family zinc finger 1 [Source:MGI Symbol;Acc:MGI:98330]	SNAI1.Ca9493.2.YY2017.HT-SE2	Snai1	16.38	12.15	14.75	11.37
ENSMUSG00000042821	snail family zinc finger 1 [Source:MGI Symbol;Acc:MGI:98330]	SNAI1.Me9493.2.YY2017.HT-SE2	Snai1	16.38	12.15	14.75	11.37
ENSMUSG00000042821	snail family zinc finger 1 [Source:MGI Symbol;Acc:MGI:98330]	SNAI1.Me9493.1.YY2017.HT-SE2	Snai1	16.38	12.15	14.75	11.37
ENSMUSG00000022676	snail family zinc finger 2 [Source:MGI Symbol;Acc:MGI:1096393]	SNAI2.Me9492.1.YY2017.HT-SE2	Snai2	17.96	13.32	18.37	14.16
ENSMUSG00000022676	snail family zinc finger 2 [Source:MGI Symbol;Acc:MGI:1096393]	SNAI2_HUMAN.H11MO.0.A	Snai2	17.96	13.32	18.37	14.16
ENSMUSG00000022676	snail family zinc finger 2 [Source:MGI Symbol;Acc:MGI:1096393]	MA0745.1.SNAI2	Snai2	17.96	13.32	18.37	14.16
ENSMUSG00000022676	snail family zinc finger 2 [Source:MGI Symbol;Acc:MGI:1096393]	SNAI2.Ca9492.1.YY2017.HT-SE2	Snai2	17.96	13.32	18.37	14.16
ENSMUSG00000022676	snail family zinc finger 2 [Source:MGI Symbol;Acc:MGI:1096393]	SNAI2.Ca9492.2.YY2017.HT-SE2	Snai2	17.96	13.32	18.37	14.16
ENSMUSG00000022676	snail family zinc finger 2 [Source:MGI Symbol;Acc:MGI:1096393]	SNAI2.Me9492.2.YY2017.HT-SE2	Snai2	17.96	13.32	18.37	14.16
ENSMUSG00000063632	SRY (sex determining region Y)-box 11 [Source:MGI Symbol;Acc:MGI:98359]	BU0061.Sox11_primary	Sox11	25.9	19.21	30.46	23.48
ENSMUSG00000063632	SRY (sex determining region Y)-box 11 [Source:MGI Symbol;Acc:MGI:98359]	MA0869.1.Sox11	Sox11	25.9	19.21	30.46	23.48
ENSMUSG00000051817	SRY (sex determining region Y)-box 12 [Source:MGI Symbol;Acc:MGI:98360]	SOX12.Ca9696.1.YY2017.HT-SE2	Sox12	9.18	6.81	9.72	7.49
ENSMUSG00000051817	SRY (sex determining region Y)-box 12 [Source:MGI Symbol;Acc:MGI:98360]	BU0062.Sox12_primary	Sox12	9.18	6.81	9.72	7.49
ENSMUSG00000051817	SRY (sex determining region Y)-box 12 [Source:MGI Symbol;Acc:MGI:98360]	SOX12.Me9696.1.YY2017.HT-SE2	Sox12	9.18	6.81	9.72	7.49
ENSMUSG00000046470	SRY (sex determining region Y)-box 18 [Source:MGI Symbol;Acc:MGI:103559]	TA0798_SOX18_full_dimer	Sox18	15.74	11.67	12.97	10
ENSMUSG00000046470	SRY (sex determining region Y)-box 18 [Source:MGI Symbol;Acc:MGI:103559]	TA0797_SOX18_full_dimer	Sox18	15.74	11.67	12.97	10
ENSMUSG00000046470	SRY (sex determining region Y)-box 18 [Source:MGI Symbol;Acc:MGI:103559]	TA0799_SOX18_full_dimer	Sox18	15.74	11.67	12.97	10
ENSMUSG00000046470	SRY (sex determining region Y)-box 18 [Source:MGI Symbol;Acc:MGI:103559]	BU0067.Sox18_primary	Sox18	15.74	11.67	12.97	10
ENSMUSG00000046470	SRY (sex determining region Y)-box 18 [Source:MGI Symbol;Acc:MGI:103559]	SOX18.Ca9701.1.YY2017.HT-SE2	Sox18	15.74	11.67	12.97	10
ENSMUSG00000046470	SRY (sex determining region Y)-box 18 [Source:MGI Symbol;Acc:MGI:103559]	SOX18.Me9701.1.YY2017.HT-SE2	Sox18	15.74	11.67	12.97	10
ENSMUSG00000076431	SRY (sex determining region Y)-box 4 [Source:MGI Symbol;Acc:MGI:98366]	BU0071.Sox4_primary	Sox4	32.37	24.01	32.85	25.33
ENSMUSG00000076431	SRY (sex determining region Y)-box 4 [Source:MGI Symbol;Acc:MGI:98366]	MA0867.1.SOX4	Sox4	32.37	24.01	32.85	25.33
ENSMUSG00000076431	SRY (sex determining region Y)-box 4 [Source:MGI Symbol;Acc:MGI:98366]	SOX4.Me9695.1.YY2017.HT-SE2	Sox4	32.37	24.01	32.85	25.33
ENSMUSG00000076431	SRY (sex determining region Y)-box 4 [Source:MGI Symbol;Acc:MGI:98366]	SOX4.Ca9695.1.YY2017.HT-SE2	Sox4	32.37	24.01	32.85	25.33
ENSMUSG00000076431	SRY (sex determining region Y)-box 4 [Source:MGI Symbol;Acc:MGI:98366]	SOX4_HUMAN.H11MO.0.B	Sox4	32.37	24.01	32.85	25.33
ENSMUSG00000041540	SRY (sex determining region Y)-box 5 [Source:MGI Symbol;Acc:MGI:98367]	SMiLE_SOX5	Sox5	8.1	6.01	11.34	8.74
ENSMUSG00000041540	SRY (sex determining region Y)-box 5 [Source:MGI Symbol;Acc:MGI:98367]	BU0072.Sox5_primary	Sox5	8.1	6.01	11.34	8.74
ENSMUSG00000041540	SRY (sex determining region Y)-box 5 [Source:MGI Symbol;Acc:MGI:98367]	MA0087.1.Sox5	Sox5	8.1	6.01	11.34	8.74
ENSMUSG00000041540	SRY (sex determining region Y)-box 5 [Source:MGI Symbol;Acc:MGI:98367]	SOX5_HUMAN.H11MO.0.C	Sox5	8.1	6.01	11.34	8.74
ENSMUSG00000051910	SRY (sex determining region Y)-box 6 [Source:MGI Symbol;Acc:MGI:98368]	MA0515.1.Sox6	Sox6	23.56	17.48	31.53	24.31
ENSMUSG00000051910	SRY (sex determining region Y)-box 6 [Source:MGI Symbol;Acc:MGI:98368]	SMiLE_SOX6	Sox6	23.56	17.48	31.53	24.31
ENSMUSG00000051910	SRY (sex determining region Y)-box 6 [Source:MGI Symbol;Acc:MGI:98368]	AJ_SOX6	Sox6	23.56	17.48	31.53	24.31
ENSMUSG00000063060	SRY (sex determining region Y)-box 7 [Source:MGI Symbol;Acc:MGI:98369]	TA0811_SOX7_full_dimer	Sox7	15.81	11.73	12.92	9.96
ENSMUSG00000063060	SRY (sex determining region Y)-box 7 [Source:MGI Symbol;Acc:MGI:98369]	BU0073.Sox7_primary	Sox7	15.81	11.73	12.92	9.96
ENSMUSG00000063060	SRY (sex determining region Y)-box 7 [Source:MGI Symbol;Acc:MGI:98369]	TA0812_SOX7_full_dimer	Sox7	15.81	11.73	12.92	9.96
ENSMUSG00000063060	SRY (sex determining region Y)-box 7 [Source:MGI Symbol;Acc:MGI:98369]	SOX7.Me9700.1.YY2017.HT-SE2	Sox7	15.81	11.73	12.92	9.96
ENSMUSG00000063060	SRY (sex determining region Y)-box 7 [Source:MGI Symbol;Acc:MGI:98369]	TA0813_SOX7_full_dimer	Sox7	15.81	11.73	12.92	9.96
ENSMUSG00000063060	SRY (sex determining region Y)-box 7 [Source:MGI Symbol;Acc:MGI:98369]	SOX7.Ca9700.1.YY2017.HT-SE2	Sox7	15.81	11.73	12.92	9.96
ENSMUSG00000000567	SRY (sex determining region Y)-box 9 [Source:MGI Symbol;Acc:MGI:98371]	TA0166_SOX9_DBD_monomer	Sox9	31.46	23.34	29.76	22.94
ENSMUSG00000000567	SRY (sex determining region Y)-box 9 [Source:MGI Symbol;Acc:MGI:98371]	TA0827_SOX9_full_dimer	Sox9	31.46	23.34	29.76	22.94
ENSMUSG00000000567	SRY (sex determining region Y)-box 9 [Source:MGI Symbol;Acc:MGI:98371]	SOX9_HUMAN.H11MO.0.B	Sox9	31.46	23.34	29.76	22.94
ENSMUSG00000000567	SRY (sex determining region Y)-box 9 [Source:MGI Symbol;Acc:MGI:98371]	SOX9.Me9699.1.YY2017.HT-SE2	Sox9	31.46	23.34	29.76	22.94
ENSMUSG00000000567	SRY (sex determining region Y)-box 9 [Source:MGI Symbol;Acc:MGI:98371]	TA0823_SOX9_full_dimer	Sox9	31.46	23.34	29.76	22.94
ENSMUSG00000000567	SRY (sex determining region Y)-box 9 [Source:MGI Symbol;Acc:MGI:98371]	SOX9.Ca9699.1.YY2017.HT-SE2	Sox9	31.46	23.34	29.76	22.94
ENSMUSG00000000567	SRY (sex determining region Y)-box 9 [Source:MGI Symbol;Acc:MGI:98371]	MA0077.1.SOX9	Sox9	31.46	23.34	29.76	22.94
ENSMUSG00000000567	SRY (sex determining region Y)-box 9 [Source:MGI Symbol;Acc:MGI:98371]	TA0822_SOX9_full_dimer	Sox9	31.46	23.34	29.76	22.94
ENSMUSG00000000567	SRY (sex determining region Y)-box 9 [Source:MGI Symbol;Acc:MGI:98371]	TA0825_SOX9_full_dimer	Sox9	31.46	23.34	29.76	22.94
ENSMUSG00000000567	SRY (sex determining region Y)-box 9 [Source:MGI Symbol;Acc:MGI:98371]	TA0824_SOX9_full_dimer	Sox9	31.46	23.34	29.76	22.94
ENSMUSG00000000567	SRY (sex determining region Y)-box 9 [Source:MGI Symbol;Acc:MGI:98371]	TA0826_SOX9_full_dimer	Sox9	31.46	23.34	29.76	22.94
ENSMUSG00000001280	trans-acting transcription factor 1 [Source:MGI Symbol;Acc:MGI:98372]	SP1_HUMAN.H11MO.0.A	Sp1	5.77	4.28	5.26	4.06
ENSMUSG00000001280	trans-acting transcription factor 1 [Source:MGI Symbol;Acc:MGI:98372]	MA0079.3.SP1	Sp1	5.77	4.28	5.26	4.06
ENSMUSG00000001280	trans-acting transcription factor 1 [Source:MGI Symbol;Acc:MGI:98372]	TA0059_SP1_DBD_monomer	Sp1	5.77	4.28	5.26	4.06
ENSMUSG00000001280	trans-acting transcription factor 1 [Source:MGI Symbol;Acc:MGI:98372]	SP1.Ca9534.1.YY2017.HT-SE2	Sp1	5.77	4.28	5.26	4.06
ENSMUSG00000001280	trans-acting transcription factor 1 [Source:MGI Symbol;Acc:MGI:98372]	MA0079.2.SP1	Sp1	5.77	4.28	5.26	4.06
ENSMUSG00000027109	trans-acting transcription factor 3 [Source:MGI Symbol;Acc:MGI:1277166]	MA0746.1.SP3	Sp3	26.25	19.48	28.09	21.65
ENSMUSG00000027109	trans-acting transcription factor 3 [Source:MGI Symbol;Acc:MGI:1277166]	SP3.Ca9533.1.YY2017.HT-SE2	Sp3	26.25	19.48	28.09	21.65
ENSMUSG00000027109	trans-acting transcription factor 3 [Source:MGI Symbol;Acc:MGI:1277166]	SP3.Me9533.1.YY2017.HT-SE2	Sp3	26.25	19.48	28.09	21.65
ENSMUSG00000027109	trans-acting transcription factor 3 [Source:MGI Symbol;Acc:MGI:1277166]	SP3_HUMAN.H11MO.0.B	Sp3	26.25	19.48	28.09	21.65
ENSMUSG00000025323	trans-acting transcription factor 4 [Source:MGI Symbol;Acc:MGI:107595]	MA0685.1.SP4	Sp4	7.91	5.87	6.59	5.08
ENSMUSG00000025323	trans-acting transcription factor 4 [Source:MGI Symbol;Acc:MGI:107595]	BU0076.Sp4_primary	Sp4	7.91	5.87	6.59	5.08
ENSMUSG00000025323	trans-acting transcription factor 4 [Source:MGI Symbol;Acc:MGI:107595]	SMiLE_SP4	Sp4	7.91	5.87	6.59	5.08
ENSMUSG00000025323	trans-acting transcription factor 4 [Source:MGI Symbol;Acc:MGI:107595]	SP4_HUMAN.H11MO.0.A	Sp4	7.91	5.87	6.59	5.08
ENSMUSG00000020538	sterol regulatory element binding transcription factor 1 [Source:MGI Symbol;Acc:MGI:107606]	MA0595.1.SREBF1	Srebf1	29.14	21.62	27.21	20.98
ENSMUSG00000020538	sterol regulatory element binding transcription factor 1 [Source:MGI Symbol;Acc:MGI:107606]	SREBF1.Me9851.2.YY2017.HT-SE2	Srebf1	29.14	21.62	27.21	20.98
ENSMUSG00000020538	sterol regulatory element binding transcription factor 1 [Source:MGI Symbol;Acc:MGI:107606]	MA0829.1.Srebf1.var.2	Srebf1	29.14	21.62	27.21	20.98
ENSMUSG00000020538	sterol regulatory element binding transcription factor 1 [Source:MGI Symbol;Acc:MGI:107606]	SREBF1.Ca9851.2.YY2017.HT-SE2	Srebf1	29.14	21.62	27.21	20.98
ENSMUSG00000020538	sterol regulatory element binding transcription factor 1 [Source:MGI Symbol;Acc:MGI:107606]	SREBF1.Ca9851.1.YY2017.HT-SE2	Srebf1	29.14	21.62	27.21	20.98
ENSMUSG00000020538	sterol regulatory element binding transcription factor 1 [Source:MGI Symbol;Acc:MGI:107606]	SREBF1.Me9851.1.YY2017.HT-SE2	Srebf1	29.14	21.62	27.21	20.98
ENSMUSG00000020538	sterol regulatory element binding transcription factor 1 [Source:MGI Symbol;Acc:MGI:107606]	SRBP1_HUMAN.H11MO.0.A	Srebf1	29.14	21.62	27.21	20.98
ENSMUSG00000022463	sterol regulatory element binding factor 2 [Source:MGI Symbol;Acc:MGI:107585]	MA0596.1.SREBF2	Srebf2	62.57	46.42	57.48	44.31
ENSMUSG00000022463	sterol regulatory element binding factor 2 [Source:MGI Symbol;Acc:MGI:107585]	SREBF2.Me9850.1.YY2017.HT-SE2	Srebf2	62.57	46.42	57.48	44.31
ENSMUSG00000022463	sterol regulatory element binding factor 2 [Source:MGI Symbol;Acc:MGI:107585]	SREBF2.Ca9850.1.YY2017.HT-SE2	Srebf2	62.57	46.42	57.48	44.31
ENSMUSG00000022463	sterol regulatory element binding factor 2 [Source:MGI Symbol;Acc:MGI:107585]	SREBF2.Ca9850.2.YY2017.HT-SE2	Srebf2	62.57	46.42	57.48	44.31
ENSMUSG00000022463	sterol regulatory element binding factor 2 [Source:MGI Symbol;Acc:MGI:107585]	SREBF2.Me9850.2.YY2017.HT-SE2	Srebf2	62.57	46.42	57.48	44.31
ENSMUSG00000022463	sterol regulatory element binding factor 2 [Source:MGI Symbol;Acc:MGI:107585]	SRBP2_HUMAN.H11MO.0.B	Srebf2	62.57	46.42	57.48	44.31
ENSMUSG00000022463	sterol regulatory element binding factor 2 [Source:MGI Symbol;Acc:MGI:107585]	MA0828.1.SREBF2.var.2	Srebf2	62.57	46.42	57.48	44.31
ENSMUSG00000015605	serum response factor [Source:MGI Symbol;Acc:MGI:106658]	SRF_HUMAN.H11MO.0.A	Srf	10.37	7.69	10.45	8.05
ENSMUSG00000015605	serum response factor [Source:MGI Symbol;Acc:MGI:106658]	MA0083.3.SRF	Srf	10.37	7.69	10.45	8.05
ENSMUSG00000015605	serum response factor [Source:MGI Symbol;Acc:MGI:106658]	TA0189_SRF_DBD_dimer	Srf	10.37	7.69	10.45	8.05
ENSMUSG00000015605	serum response factor [Source:MGI Symbol;Acc:MGI:106658]	MA0083.2.SRF	Srf	10.37	7.69	10.45	8.05
ENSMUSG00000015605	serum response factor [Source:MGI Symbol;Acc:MGI:106658]	SRF.Me9677.1.YY2017.HT-SE2	Srf	10.37	7.69	10.45	8.05
ENSMUSG00000015605	serum response factor [Source:MGI Symbol;Acc:MGI:106658]	MA0083.1.SRF	Srf	10.37	7.69	10.45	8.05
ENSMUSG00000015605	serum response factor [Source:MGI Symbol;Acc:MGI:106658]	SRF.Ca9677.1.YY2017.HT-SE2	Srf	10.37	7.69	10.45	8.05
ENSMUSG00000015605	serum response factor [Source:MGI Symbol;Acc:MGI:106658]	BU0078.Srf_primary	Srf	10.37	7.69	10.45	8.05
ENSMUSG00000026104	signal transducer and activator of transcription 1 [Source:MGI Symbol;Acc:MGI:103063]	STAT1_HUMAN.H11MO.0.A	Stat1	22.17	16.45	19.9	15.34
ENSMUSG00000026104	signal transducer and activator of transcription 1 [Source:MGI Symbol;Acc:MGI:103063]	MA0137.3.STAT1	Stat1	22.17	16.45	19.9	15.34
ENSMUSG00000026104	signal transducer and activator of transcription 1 [Source:MGI Symbol;Acc:MGI:103063]	MA0137.1.STAT1	Stat1	22.17	16.45	19.9	15.34
ENSMUSG00000026104	signal transducer and activator of transcription 1 [Source:MGI Symbol;Acc:MGI:103063]	MA0137.2.STAT1	Stat1	22.17	16.45	19.9	15.34
ENSMUSG00000040033	signal transducer and activator of transcription 2 [Source:MGI Symbol;Acc:MGI:103039]	STAT2_HUMAN.H11MO.0.A	Stat2	7.82	5.8	5.99	4.62
ENSMUSG00000004040	signal transducer and activator of transcription 3 [Source:MGI Symbol;Acc:MGI:103038]	STAT3_HUMAN.H11MO.0.A	Stat3	34.81	25.82	31.43	24.23
ENSMUSG00000004040	signal transducer and activator of transcription 3 [Source:MGI Symbol;Acc:MGI:103038]	MA0144.2.STAT3	Stat3	34.81	25.82	31.43	24.23
ENSMUSG00000004040	signal transducer and activator of transcription 3 [Source:MGI Symbol;Acc:MGI:103038]	MA0144.1.Stat3	Stat3	34.81	25.82	31.43	24.23
ENSMUSG00000004043	signal transducer and activator of transcription 5A [Source:MGI Symbol;Acc:MGI:103036]	STA5A_HUMAN.H11MO.0.A	Stat5a	4.17	3.09	3.9	3
ENSMUSG00000020919	signal transducer and activator of transcription 5B [Source:MGI Symbol;Acc:MGI:103035]	STA5B_HUMAN.H11MO.0.A	Stat5b	22.72	16.86	18.45	14.22
ENSMUSG00000002147	signal transducer and activator of transcription 6 [Source:MGI Symbol;Acc:MGI:103034]	MA0520.1.Stat6	Stat6	19.26	14.29	14.64	11.28
ENSMUSG00000002147	signal transducer and activator of transcription 6 [Source:MGI Symbol;Acc:MGI:103034]	STAT6_HUMAN.H11MO.0.B	Stat6	19.26	14.29	14.64	11.28
ENSMUSG00000028717	T cell acute lymphocytic leukemia 1 [Source:MGI Symbol;Acc:MGI:98480]	TAL1_HUMAN.H11MO.0.A	Tal1	7.17	5.32	9.86	7.6
ENSMUSG00000014767	TATA box binding protein [Source:MGI Symbol;Acc:MGI:101838]	BU0080.Tbp_primary	Tbp	22.5	16.69	27.96	21.56
ENSMUSG00000014767	TATA box binding protein [Source:MGI Symbol;Acc:MGI:101838]	MA0108.2.TBP	Tbp	22.5	16.69	27.96	21.56
ENSMUSG00000014767	TATA box binding protein [Source:MGI Symbol;Acc:MGI:101838]	MA0108.1.TBP	Tbp	22.5	16.69	27.96	21.56
ENSMUSG00000014767	TATA box binding protein [Source:MGI Symbol;Acc:MGI:101838]	TBP_HUMAN.H11MO.0.A	Tbp	22.5	16.69	27.96	21.56
ENSMUSG00000014767	TATA box binding protein [Source:MGI Symbol;Acc:MGI:101838]	BMC_TATA_box	Tbp	22.5	16.69	27.96	21.56
ENSMUSG00000032419	T-box18 [Source:MGI Symbol;Acc:MGI:1923615]	TBX18.Ca9585.1.YY2017.HT-SE2	Tbx18	11.31	8.39	11.68	9.01
ENSMUSG00000032419	T-box18 [Source:MGI Symbol;Acc:MGI:1923615]	TBX18.Me9585.1.YY2017.HT-SE2	Tbx18	11.31	8.39	11.68	9.01
ENSMUSG00000031965	T-box 20 [Source:MGI Symbol;Acc:MGI:1888496]	TBX20.Ca9587.4.YY2017.HT-SE2	Tbx20	42.58	31.59	56.19	43.32
ENSMUSG00000031965	T-box 20 [Source:MGI Symbol;Acc:MGI:1888496]	TBX20.Ca9587.3.YY2017.HT-SE2	Tbx20	42.58	31.59	56.19	43.32
ENSMUSG00000031965	T-box 20 [Source:MGI Symbol;Acc:MGI:1888496]	TBX20.Ca9587.2.YY2017.HT-SE2	Tbx20	42.58	31.59	56.19	43.32
ENSMUSG00000031965	T-box 20 [Source:MGI Symbol;Acc:MGI:1888496]	TBX20.Me9587.1.YY2017.HT-SE2	Tbx20	42.58	31.59	56.19	43.32
ENSMUSG00000031965	T-box 20 [Source:MGI Symbol;Acc:MGI:1888496]	TA0302_TBX20_DBD_monomer	Tbx20	42.58	31.59	56.19	43.32
ENSMUSG00000031965	T-box 20 [Source:MGI Symbol;Acc:MGI:1888496]	TBX20.Me9587.2.YY2017.HT-SE2	Tbx20	42.58	31.59	56.19	43.32
ENSMUSG00000031965	T-box 20 [Source:MGI Symbol;Acc:MGI:1888496]	TBX20.Ca9587.1.YY2017.HT-SE2	Tbx20	42.58	31.59	56.19	43.32
ENSMUSG00000031965	T-box 20 [Source:MGI Symbol;Acc:MGI:1888496]	TBX20.Me9587.3.YY2017.HT-SE2	Tbx20	42.58	31.59	56.19	43.32
ENSMUSG00000031965	T-box 20 [Source:MGI Symbol;Acc:MGI:1888496]	MA0689.1.TBX20	Tbx20	42.58	31.59	56.19	43.32
ENSMUSG00000031965	T-box 20 [Source:MGI Symbol;Acc:MGI:1888496]	TA0845_TBX20_full_dimer	Tbx20	42.58	31.59	56.19	43.32
